rank,score,team_name,kaggle_usernames,last_submission,submission_count
1995,1283.2,"AAI",aiolapo,2026-08-09 14:23:08,2
1996,1282.9,"MYOUCER",myoucer,2026-08-10 00:04:45,2
1997,1282.7,"Пётр П",petrinvest,2026-08-20 09:40:21,2
1998,1281.5,"Ezra Kho",ezrakho,2026-08-22 03:08:37,2
1999,1281.4,"Nishant Dahal",nishantdahal,2026-08-10 02:24:42,2
2000,1281.2,"Chaotic Era",sani84,2026-08-12 01:26:13,2
2001,1280.7,"xlnt",princebisht,xlnt404,2026-08-22 12:37:49,2
2002,1280.2,"Madan kumar",winklemad,2026-08-13 17:31:57,2
2003,1278.9,"Mactorr",mactorr,2026-08-21 09:43:52,1
2004,1278.9,"xnryxd",al55522me,2026-08-25 00:35:09,2
2005,1278.8,"CHARIF Younes",youyoucrf,2026-08-10 17:33:59,2
2006,1278.4,"perrodawn",perrodawn,2026-08-24 14:37:09,2
2007,1277.2,"Debatreya Biswas",debatreyabiswas,2026-08-10 02:02:38,2
2008,1277.1,"Henfry De Los Santos",henfrydelossantos,2026-08-12 11:43:51,2
2009,1275.5,"roma",mnroma,2026-08-09 19:49:51,2
2010,1274.4,"Movie Watch2022",moviewatch2022,2026-08-18 19:48:12,2
2011,1273.8,"Patrick Joël MAIRLOT-MBEZELE",pigenesis75,2026-08-12 14:47:54,2
2012,1272.9,"Albert Wang",mianwang1024,2026-08-10 03:51:15,1
2013,1272.3,"KAKA Minishijie",kakaminishijie,2026-08-25 04:27:45,2
2014,1272.0,"Ra'uf Fauzan Rambe",rauffauzanrambe,2026-08-10 04:29:13,2
2015,1271.3,"Deployable LLMs",lucasveronese,planetoidleser,sinhakprat,2026-08-24 00:03:13,2
2016,1271.2,"Sai Teja Bandaru",saitejabandaruin,2026-08-11 14:51:49,2
2017,1270.5,"Mehdi Azouz",mehdiazouz,2026-08-22 09:42:33,2
2018,1270.2,"MYGEMER",mygemer,2026-08-09 15:43:13,1
2019,1269.6,"Auxileon",auxileon,2026-08-09 16:20:13,2
2020,1269.2,"DataLover",paulknidler,2026-08-20 16:34:37,1
2021,1269.2,"edchax",edchax,2026-08-25 03:04:21,2
2022,1269.0,"Ajay_Rao_43",ajayrao43,2026-08-17 04:34:13,1
2023,1268.3,"Titi Huang",titihuang,2026-08-24 11:38:29,2
2024,1268.1,"animelonerboy",adambasa5,2026-08-09 15:52:55,2
2025,1267.7,"Aman Vishwakarma",amanvishwakarma01,2026-08-09 17:33:00,2
2026,1267.2,"Roshan Singh",roshanavadheshsingh,2026-08-22 08:47:57,2
2027,1266.1,"Loren-wen",wofusituerte,2026-08-09 13:23:49,2
2028,1264.0,"Elizabeth Park",elizabethpark,2026-08-09 20:33:17,2
2029,1262.8,"argon",argonlabs,2026-08-19 08:32:47,2
2030,1262.0,"tekatoncat",tekatoncat,2026-08-16 23:42:10,2
2031,1261.5,"後藤将斗",masato09,2026-08-24 14:51:20,2
2032,1261.3,"CuddleYokai",cuddleyokai,2026-08-19 10:57:11,2
2033,1260.3,"ywwywww",ywywww,2026-08-10 03:34:01,2
2034,1258.6,"Lakshmanan R",lakshmanankumar02,2026-08-09 05:44:57,2
2035,1257.2,"Mohamed Amine Aichaoui",mohamedamineaichaoui,2026-08-22 13:54:01,2
2036,1256.7,"Rudra278",rudra278,2026-08-18 12:07:42,1
2037,1256.5,"khalid harouach",khalidharouach,2026-08-24 20:02:24,2
2038,1256.4,"Noah Bishop",noahbishop1,2026-08-10 09:56:34,2
2039,1256.2,"Iulian Curte",iuliancurte,2026-08-23 09:17:55,1
2040,1255.4,"djschmit",djschmit,2026-08-25 02:15:03,2
2041,1254.3,"gareeb",arjund29,saqlainsqx,yashawl194,2026-08-10 15:46:50,2
2042,1254.3,"Kenny",kmonar,2026-08-16 19:43:13,2
2043,1254.2,"kanno",kannomasaki,2026-08-18 04:16:14,2
2044,1254.2,"Arun Mallikarjuna",arunmallikarjuna,2026-08-10 04:29:14,2
2045,1253.6,"Sam kramer_1028",samkramer1028,2026-08-18 09:40:58,2
2046,1253.4,"Saisree Dhanasekaran",saisreedhanasekaran,2026-08-20 08:09:07,2
2047,1252.1,"Muneeb ul Hassan",muneeb2405,2026-08-10 09:56:41,2
2048,1252.1,"fmind",freaxmind,2026-08-21 15:49:18,2
2049,1252.0,"Vaycheslav",vaycheslav,2026-08-09 19:44:14,2
2050,1251.5,"jessica jennifer",jessicajennifer,2026-08-20 15:55:41,2
2051,1250.9,"Quillbolt",tunminhhunh,2026-08-25 03:57:33,2
2052,1250.8,"cmasch",cmasch,2026-08-25 04:27:14,2
2053,1250.7,"Larfii",larfii,2026-08-21 18:01:02,2
2054,1250.4,"im_justmatthew",imjustmatthew,2026-08-10 11:27:00,2
2055,1250.3,"SANARCEATE",sanarceate,2026-08-23 19:37:17,2
2056,1249.6,"smsxgz",smsxgz,2026-08-25 00:16:19,2
2057,1249.2,"Mouad AIT HA",mo0103,2026-08-18 20:03:55,2
2058,1249.0,"tao wu11",taowu11,xujchill,2026-08-09 06:26:30,2
2059,1248.9,"RL на спорах и мухоморах ZZZZZ",egoregors,2026-08-23 09:29:37,1
2060,1248.8,"to1_10i",to110i,2026-08-19 20:27:42,2
2061,1248.1,"Hole Neckles",holeneckles,2026-08-19 08:49:58,2
2062,1246.0,"crasal",crasal,2026-08-25 03:32:20,2
2063,1245.0,"Thomas Prinz",xardiphotography,2026-08-09 13:57:51,2
2064,1244.4,"Lin",linjianrong,2026-08-20 12:38:17,1
2065,1244.0,"Aman Bihari",amanbihari,2026-08-23 12:51:05,2
2066,1243.0,"Ritesh Thawkar",riteshthawkar,2026-08-14 08:34:08,2
2067,1242.2,"J.M.Mubasshir Rahman",jmmubasshirrahman,2026-08-09 17:15:01,2
2068,1241.0,"wenjinyang",wenjinyang,2026-08-11 13:32:09,2
2069,1240.3,"JeremyH43",jeremyh43,2026-08-16 00:06:30,2
2070,1238.2,"russ",mdevian,2026-08-19 08:55:30,2
2071,1237.9,"A Aswanth Raj",aaswanthraj,2026-08-09 08:57:36,2
2072,1237.8,"Rey4Dan",rey4dan,2026-08-25 05:01:06,2
2073,1237.2,"Shinichiro Yoshida",sysd00,2026-08-24 03:42:19,2
2074,1236.1,"Adrià",adriamb3,2026-08-25 05:30:02,2
2075,1235.0,"ELhamdaoui AM",elhamdaouiabdelmajid,2026-08-24 18:23:47,2
2076,1233.2,"Vlad Kochetov",vladkochetov07,2026-08-10 21:43:51,2
2077,1231.7,"Tariku Mehdi",tarikumehdi,2026-08-24 12:14:47,2
2078,1231.3,"LakoMoor",lakomoor,2026-08-09 17:43:25,2
2079,1231.3,"JetJetGo",psykrishna,2026-08-24 12:04:05,2
2080,1228.9,"Nahid Hossain Redom",nahidhossainredom,2026-08-13 15:38:30,2
2081,1227.5,"Hassaan Ibrahim",hassaanibrahim,2026-08-10 12:45:55,2
2082,1225.6,"Hamza Kanice",hamzakanice,2026-08-09 00:08:11,2
2083,1225.4,"CodeHacker",junhanzangai,2026-08-09 07:58:52,2
2084,1221.5,"Abdalrahman Eissa",abdalrahmaneissa,2026-08-23 23:43:11,2
2085,1221.3,"jjamppongmandu",beckspeca,hihiimj,jjamppongmandu,2026-08-10 01:36:25,2
2086,1220.7,"magoemu",magoemu,2026-08-14 06:39:32,1
2087,1220.6,"Jesse",jesneuman,2026-08-09 16:12:43,2
2088,1220.0,"Tutti",malk271828,2026-08-09 12:38:55,2
2089,1219.6,"Anton Shaniuk",antonshaniuk,2026-08-09 12:46:11,2
2090,1218.5,"Rob C",robertcheah,2026-08-14 03:04:30,2
2091,1218.4,"Krzysztof Chris Karaszewski",futureofworkchannel,2026-08-14 08:41:11,2
2092,1214.9,"MightyK",anhhkhoi,2026-08-09 05:36:23,2
2093,1213.7,"stars_w",starsw,2026-08-21 01:12:02,2
2094,1212.9,"Ztr0",y1amadeus,2026-08-09 05:53:10,2
2095,1212.2,"tianwen zhang1",tianwenzhang1,2026-08-08 16:21:18,2
2096,1212.2,"Kaipeng Zheng",kaipengzheng,2026-08-25 05:27:44,2
2097,1211.6,"╰┈➤ˎˊ˗ www.sleepyai.org",tahsinarafat,2026-08-08 23:49:32,2
2098,1211.2,"Long Hu",longhul,2026-08-09 09:41:04,1
2099,1210.5,"Yaohui",yaohui85,2026-08-23 05:23:27,2
2100,1209.5,"Nabeel Shar",nabeelshar,2026-08-09 13:29:09,2
2101,1209.0,"Ali Haydar Özdağ",ahoirg,2026-08-10 14:29:59,2
2102,1208.6,"Sakthei",sakthei,2026-08-24 20:33:10,2
2103,1208.2,"cszf_first",cszffirst,2026-08-09 02:06:46,2
2104,1207.2,"Demir Durbakayım",sixcode,2026-08-25 00:03:39,2
2105,1207.1,"mmwstudy",mmwstudy,2026-08-24 06:59:15,1
2106,1207.1,"Juwon Kweon",juwonkwon,2026-08-25 00:45:16,2
2107,1206.9,"SireeshLimbu",sireesh,2026-08-08 08:39:43,2
2108,1205.8,"PLM",ileabogdan,popu23,razvaniga,rvaurs,2026-08-19 13:40:53,2
2109,1205.3,"Daksh Goyal",dakshgoyal387,2026-08-08 20:36:06,2
2110,1204.9,"Vladislav Yushkevich",crazyflyingsheep,vladislavyushkevich,2026-08-09 14:54:24,2
2111,1204.7,"だれかっち",drktti,2026-08-21 16:42:34,2
2112,1203.1,"KAIWALYA RAUT",kaiwalyaatulraut,2026-08-09 09:04:25,2
2113,1202.9,"Alex Oranov",aoranov,2026-08-10 15:16:12,2
2114,1201.9,"Ashish Dubey",ashish124536,2026-08-10 06:17:34,2
2115,1201.2,"Zhenrui.Weng",zhenruiweng,2026-08-09 06:45:10,2
2116,1200.7,"Aberrchan",aberrchan,2026-08-08 17:44:32,2
2117,1200.5,"Ricky RTG",rickyrtg,2026-08-24 01:36:51,2
2118,1199.3,"Zarathustra",rezkyadytama,2026-08-12 02:48:18,2
2119,1199.1,"get some fries",richardsilence,tongyuexiao,2026-08-23 01:14:34,2
2120,1198.2,"Mohit Rao",vmohitrao,2026-08-09 05:05:31,2
2121,1197.8,"coolguy",vihangpagare334,2026-08-08 20:56:21,1
2122,1197.7,"ROFIQUL ALAM SHEHAB",rofiqulalamshehab,2026-08-09 11:49:00,2
2123,1197.4,"eternitywinner",eternitywinner,2026-08-08 14:41:53,2
2124,1195.6,"Lennart Haupts",lennarthaupts,2026-08-09 08:03:48,2
2125,1195.3,"Goober",kongzhisyuen,2026-08-10 19:46:41,2
2126,1194.3,"Alex Paul",alexazander,2026-08-25 05:32:34,2
2127,1193.5,"FabienDaniel",fabiendaniel,2026-08-07 10:17:38,2
2128,1193.1,"B A S E L #",basselll,2026-08-08 14:47:22,2
2129,1192.5,"Muhammad Junaid",junaid512,2026-08-17 10:50:45,2
2130,1192.3,"Aditya Mishra",adityamishranika,2026-08-09 03:42:06,2
2131,1191.8,"Aymar Avohoueme",aymaravohoueme,2026-08-20 10:22:33,2
2132,1190.8,"Kathi Munishwar",kathimunishwar,2026-08-09 03:37:05,1
2133,1190.7,"Howard Lyu",howardlyu,2026-08-08 18:35:00,2
2134,1190.2,"Marcus",marcuseno,2026-08-08 17:23:34,2
2135,1189.8,"Vasilii Buzmakov",vasiliibuzmakov,2026-08-22 13:47:27,2
2136,1189.4,"XtraLearning",xcessivesmash,2026-08-09 17:10:36,2
2137,1189.3,"Alex Karpowicz",alexkarpowicz,2026-08-08 18:36:52,2
2138,1188.9,"Spandan Mhapsekar",spandanmhapsekar,2026-08-08 10:39:41,2
2139,1188.5,"Alex Lee",aiexanderr,2026-08-11 03:43:12,2
2140,1188.3,"Furqan102102",furqan102102,2026-08-09 12:02:35,2
2141,1188.0,"SGY2512",sgy2512,2026-08-24 15:24:12,2
2142,1187.5,"Anas Riaz",anasriaz,2026-08-08 20:20:23,2
2143,1187.5,"TakamaruEX",takamaruex,2026-08-24 22:01:38,2
2144,1187.3,"Sakshamm2587",sakshamm2587,2026-08-17 16:50:43,2
2145,1187.1,"KIsXcl",kisxcl,2026-08-24 14:34:11,2
2146,1187.1,"hongqian miao",hongqianmiao,2026-08-08 09:24:03,2
2147,1185.9,"vishnu gopal P",vishnugp,2026-08-08 12:27:56,2
2148,1185.7,"Tita Kongolo",titakongolo,2026-08-08 09:08:57,2
2149,1185.1,"Robot Farm",codearranger,2026-08-24 07:06:09,2
2150,1184.5,"Alexandre008",alexandre008,2026-08-09 12:29:49,2
2151,1184.1,"X-xuhui",xxuhui,2026-08-08 10:07:58,2
2152,1183.4,"lol-hiker",lolhiker,2026-08-24 10:28:31,2
2153,1182.5,"Mikey Marszewski",mikeymarszewski,2026-08-09 00:46:00,2
2154,1182.2,"Just a moroccan",zbidaamine,2026-08-09 13:45:12,2
2155,1181.4,"Ashok Kumar Garain",ashokkumargarain,2026-08-08 13:26:11,1
2156,1180.6,"[ODS] waniz",wanizz,2026-08-08 11:04:42,1
2157,1180.5,"PRITIKA SA",pritikasa,2026-08-09 07:17:19,2
2158,1179.4,"Keanan",citerne,2026-08-08 11:35:17,2
2159,1179.1,"Knight of Favonius",ladyfaye,2026-08-07 19:15:29,2
2160,1179.0,"renta.k",renta0426,2026-08-08 15:32:02,2
2161,1178.7,"blueblue222",blueblue222,2026-08-25 04:32:34,2
2162,1177.6,"Adyanth M",adyanthm,2026-08-09 05:12:40,2
2163,1176.8,"Q.qlmmm",qlammi,2026-08-24 18:25:02,2
2164,1176.4,"Sanskar Omar",sanskaromar7,2026-08-09 11:10:44,2
2165,1175.9,"Nikola010",nikola010,2026-08-13 16:29:19,2
2166,1175.8,"Saud Saudesen",saudsaudesen,2026-08-15 22:16:42,2
2167,1173.9,"ning gu",morninggu,2026-08-21 00:01:22,2
2168,1173.0,"Grifun",msingatullin,2026-08-09 03:24:51,2
2169,1172.8,"Komil Parmar",komilparmar,2026-08-08 10:00:55,2
2170,1172.4,"neoistheone",neoistheone,2026-08-08 18:38:13,1
2171,1171.0,"Rheal Thomas",rhealthomas,2026-08-21 19:29:44,2
2172,1170.1,"I_luv_magick",iluvmagick,2026-08-07 09:50:30,2
2173,1170.0,"yjhv buddies",bender1123123,2026-08-07 09:50:05,2
2174,1170.0,"csteeve",csteeve,2026-08-07 18:44:37,2
2175,1169.2,"Chirantan Bhardwaj",chirantanbhardwaj,2026-08-07 10:07:52,1
2176,1168.9,"Anton Dugin",antondugin,2026-08-21 09:51:07,2
2177,1168.8,"Furina",cjlcjlcjl,2026-08-08 13:52:01,2
2178,1168.6,"gktdgktdgktd",gktdgktdgktd,2026-08-07 07:50:45,2
2179,1168.5,"I2nfinit3y",i2nfinit3y,2026-08-07 02:27:10,2
2180,1167.7,"HarvestZero",bernardboatey,2026-08-09 16:36:58,2
2181,1166.4,"Pranjal Ranjan",pranjalranjan299,2026-08-06 23:58:43,2
2182,1166.4,"SiLin “Can SiLin” Can",k3rn3l,silincansilincan,2026-08-17 02:59:35,2
2183,1165.4,"今日洗澡明日香",jasperkag,ryjiang,timmengzh,yningc,2026-08-07 09:58:49,2
2184,1165.2,"Kevin Nguyen",haidangnguyen1802,2026-08-14 18:16:29,2
2185,1164.7,"Anyeson",anyeson,2026-08-09 13:52:24,2
2186,1164.0,"Zhang Yingluo",zhangyingluo,2026-08-10 08:15:53,2
2187,1163.9,"Kun Zhang",beicicc,2026-08-18 08:40:03,2
2188,1163.4,"Big Moo",abdullahramadan1,2026-08-25 00:52:06,2
2189,1162.9,"luna is free！",simingtan,2026-08-08 11:26:52,2
2190,1162.7,"Galagala",b12705059,2026-08-07 18:35:59,2
2191,1161.4,"Malcolm Durosaye",malcolm95,2026-08-18 20:59:51,2
2192,1160.8,"Jose Santiago Echevarria",jmsechevarria,2026-08-18 15:14:03,2
2193,1160.3,"Varun S G",warun7,2026-08-13 14:39:36,2
2194,1159.9,"brainpick",prathvirajpalekar,2026-08-24 21:54:50,2
2195,1159.6,"Zhanpeng.W",zhanpengw,2026-08-08 10:05:26,2
2196,1159.5,"Krizsó Gergely",lucifer19,2026-08-09 10:05:16,2
2197,1158.9,"YoungDSML [dsml.kz]",mazgas,nurikw3,2026-08-06 16:29:33,2
2198,1158.8,"Team Rot-Weiß",moritzpaal,2026-08-19 13:22:35,2
2199,1158.8,"Meet Sabhaya",meetsabhaya,2026-08-08 06:02:13,2
2200,1158.7,"GAYATHRI SALINI",gayathrisalini09,2026-08-07 07:55:26,2
2201,1158.5,"kokinnwakashuu",kokinnwakashuu,2026-08-07 07:20:19,2
2202,1157.1,"Rudolf HOUNLETE",queystanle,2026-08-09 11:41:08,2
2203,1156.8,"Sailor Ren",sailorren,2026-08-12 09:19:11,2
2204,1155.2,"Sandrone",luvgoelo,2026-08-16 19:52:04,2
2205,1155.0,"Arfin Mustofa",arfinmustofa,2026-08-19 01:46:41,2
2206,1155.0,"yolo",avin55,2026-08-08 12:08:38,2
2207,1154.6,"Ryan Adams",ryanadamsai,2026-08-10 10:58:10,2
2208,1154.6,"Jose Miguel Diez de la Lastra",josemigueldiez,2026-08-07 16:08:49,2
2209,1154.5,"kulukkuluu",kulukkuluu,2026-08-23 10:41:45,2
2210,1154.0,"Manish Kumar Maurya",manishkumarmaurya11,2026-08-18 17:01:59,2
2211,1153.1,"Fitzcarraldo",ivankuc,2026-08-07 14:17:24,2
2212,1152.4,"tingting shen",tingtingshen99,2026-08-10 09:24:23,2
2213,1151.4,"SHAURYA SHARMA",shauryas555,2026-08-21 22:50:57,2
2214,1150.7,"Shoroogh Ahmadi",shorooghahmadi,2026-08-13 10:36:43,2
2215,1150.5,"Mounika Kommireddy",mounikakommireddy,2026-08-08 07:57:32,2
2216,1150.4,"phibkro",phibkro,2026-08-07 03:10:52,2
2217,1150.2,"Juraj Zelman",jurajzelman,2026-08-09 08:40:09,2
2218,1150.2,"Llin Ding",llinding,2026-08-18 13:39:56,2
2219,1150.0,"Yi Lu",liqiu0224,2026-08-08 05:23:05,2
2220,1149.9,"xubenzheng",xubenzheng,2026-08-07 15:40:31,2
2221,1149.8,"Simone di costanzo",simonedicostanzo,2026-08-07 19:38:11,2
2222,1149.0,"Ryuichi",ryuichigt,2026-08-24 21:33:42,2
2223,1148.4,"cg",chaitanyagarg2,2026-08-25 05:47:51,2
2224,1148.3,"nanare",nanaresudo,2026-08-22 06:33:46,2
2225,1147.9,"Touhidul Alam Seyam",seyamalam,2026-08-10 12:39:51,2
2226,1147.6,"VictorAndrew",vicktvr,2026-08-10 16:39:51,2
2227,1147.5,"Candidates",ulyanovmmm,vladimirarchipov,2026-08-23 17:18:05,2
2228,1146.4,"weedfarmer",aleksanderhan,2026-08-08 05:34:16,2
2229,1146.1,"Raj Aryan",rajaryan2503,2026-08-07 18:15:04,2
2230,1145.8,"Agent 33",agent33,2026-08-09 11:55:05,2
2231,1145.3,"copasta",copasta,2026-08-09 00:03:00,2
2232,1145.0,"kt-Kitayama",ktkitayama,2026-08-22 05:36:59,2
2233,1144.8,"Nguyen Ngoc Thien",ngocthienai,2026-08-07 16:12:04,2
2234,1143.9,"Desyat IO",desyatio,2026-08-09 17:31:59,2
2235,1143.9,"Nolan Liang",iamlkn,2026-08-09 03:26:47,2
2236,1143.0,"Manolo Chow",manolochow,2026-08-09 22:56:20,2
2237,1142.0,"Mutte1904",mutte1904,2026-08-07 05:03:56,2
2238,1140.9,"Ari Carter",aricarter,2026-08-08 23:18:02,2
2239,1140.5,"EveryJust",everyjust,zfc666wsnd,2026-08-07 08:33:35,2
2240,1140.4,"LuoXingda",luoxingda,2026-08-07 08:22:42,2
2241,1140.3,"Tam1m",booleanwolf,2026-08-08 06:48:32,2
2242,1140.1,"Ilya Klimanov",ilyaklimanov,2026-08-24 21:59:54,2
2243,1139.5,"Bruce",bruceqdu,2026-08-25 05:21:52,2
2244,1139.2,"bgsszsa",bgsszsa,2026-08-07 12:01:33,2
2245,1139.0,"OctahedronBB",octahedronbb,2026-08-07 00:52:27,2
2246,1138.6,"Nico Feiler",nicofeiler,2026-08-07 14:27:47,2
2247,1137.8,"cjen07",cjen07,2026-08-07 23:33:05,2
2248,1137.5,"RuiKimura4",ruikimura4,2026-08-15 18:28:05,2
2249,1137.1,"Asher Goldstein",ashergoldsteincd21,2026-08-09 17:54:27,2
2250,1136.5,"Shoko",abreyton,2026-08-09 10:31:26,2
2251,1136.4,"Khafidin",khafidin,2026-08-12 05:16:26,2
2252,1136.3,"Muhammad Faraz Aftab",muhammadfarazaftab,2026-08-09 10:18:58,2
2253,1136.2,"Wojciech Krasowski",ci3l4k,2026-08-07 11:21:03,2
2254,1135.3,"Falih Kaleel",alphajet185,2026-08-20 22:05:43,2
2255,1134.4,"Operator-X",jpexee,lavlinjaisonme23b250,2026-08-08 10:06:04,2
2256,1134.0,"mochogo",mochogo,2026-08-07 05:42:33,1
2257,1133.7,"Attension_Seeker",aisipu,2026-08-10 06:57:51,2
2258,1133.3,"梁圣的恩情还不完",yyyyhhhhwww,2026-08-16 15:48:21,2
2259,1132.9,"Nguyễn Hữu Công",nguynhucng,2026-08-07 05:24:48,2
2260,1132.4,"Parag",paragkale,2026-08-07 02:10:29,2
2261,1132.1,"agniii",agniii,2026-08-06 17:05:08,2
2262,1131.2,"Around30",cyanspring,masahiromatsuda,sutesute000012,2026-08-24 08:31:53,2
2263,1131.2,"ziheng",zihengedie,2026-08-07 09:47:38,2
2264,1129.8,"cm391",mccocoful,2026-08-24 18:31:12,2
2265,1129.4,"kwa",ikaroskaggle,2026-08-25 00:55:00,2
2266,1128.7,"li jiaqi77",lijiaqi77,2026-08-07 05:32:06,2
2267,1128.7,"Nuno Ferreira",ngcferreira,2026-08-07 13:48:37,1
2268,1128.1,"i3",ishijima,2026-08-13 21:39:55,2
2269,1127.7,"OlivierS",oliviers,2026-08-24 07:50:44,2
2270,1127.1,"Timbo615",timbo615,2026-08-07 11:56:21,2
2271,1126.6,"SYC",yichengs,2026-08-07 03:22:25,1
2272,1126.2,"Marcus Vinicius",marcux777,2026-08-14 18:50:25,2
2273,1126.0,"Dahoui Alex Armel ",dahouialexarmel,2026-08-07 01:02:07,2
2274,1125.7,"GzmCR632",gzmcr632,2026-08-10 14:31:37,2
2275,1124.9,"Venneth",venneth,2026-08-08 12:32:20,2
2276,1124.5,"Abhiram Anil",abhiramanil,2026-08-08 06:26:11,2
2277,1123.4,"Boris Pletenev",borispletenev,2026-08-16 17:23:56,1
2278,1123.2,"fle3n",fleongg,2026-08-08 19:48:37,2
2279,1123.0,"Peach2587",momokayoshioka,2026-08-12 03:19:13,2
2280,1122.4,"Kazuta MIZUTA",kazutamizuta,2026-08-07 03:22:25,2
2281,1122.4,"TAUIL Abd Elilah",tauilabdelilah,2026-08-11 01:17:39,2
2282,1122.2,"galaxyhunter",pkharkwal,2026-08-17 19:22:06,2
2283,1121.9,"laiba razzaq10",laibarazzaq10,2026-08-07 14:21:49,2
2284,1120.8,"Speedrun retirement",josephkimanikamau,nanducode,2026-08-23 22:05:28,2
2285,1120.8,"NoOneAhead",jerrlu,2026-08-07 05:12:50,2
2286,1120.7,"Accayo14",accayo14,2026-08-06 14:20:30,2
2287,1119.2,"Diogo Sena",diogodmsena,2026-08-22 17:08:45,2
2288,1117.0,"Aikyatan Sinha",aikyatansinha,2026-08-07 16:53:10,2
2289,1115.4,"jatan sanghvi",jatansanghvi,2026-08-07 06:10:48,2
2290,1113.7,"lyts",lytsyyds,2026-08-23 16:04:08,2
2291,1113.5,"Çınar Efe Yetişen (Student)",narefeyetienstudent,2026-08-19 08:29:20,2
2292,1113.1,"Konstantin03",konstantin03,2026-08-07 13:37:54,2
2293,1112.3,"Jesy Lu",jesylu,2026-08-13 16:21:53,2
2294,1112.0,"King-damon",kingdamon,2026-08-24 19:36:30,2
2295,1110.5,"fgwiebfaoish",fgwiebfaoish,2026-08-13 12:21:54,2
2296,1109.3,"Leon Christians",leonchristians,2026-08-18 18:57:22,2
2297,1108.1,"Chikuwabu",prgckwb,2026-08-24 15:36:58,2
2298,1107.4,"https://how.rl.works/",grennwolf,2026-08-10 10:29:32,2
2299,1106.2,"Clark Stéphane",clarkstphane,2026-08-07 18:58:45,2
2300,1105.9,"Akira Hirohashi",akirahirohashi,2026-08-07 14:00:23,2
2301,1105.7,"Keshav Joshi",keshavjoshi22,2026-08-20 18:53:37,2
2302,1105.5,"Aura Farming",gauthieravite,2026-08-06 11:39:31,2
2303,1105.3,"Jack Burley",jackburley,2026-08-22 10:37:16,2
2304,1104.5,"Faruk Çiftler",abdullahfaruk,2026-08-09 11:27:46,2
2305,1103.4,"George Byne",georgebyne,2026-08-11 15:52:07,2
2306,1102.9,"Artyom Sayapin",spielmeister,2026-08-18 23:40:18,2
2307,1101.4,"easonyanyan",easonyanyan,2026-08-23 01:16:44,2
2308,1101.1,"Tim McGarvey",timmcgarvey,2026-08-25 04:31:22,2
2309,1098.1,"Rahul Barakoti ITM",rahulbarakotiitm,2026-08-07 10:58:30,2
2310,1097.6,"Monojit Nandy",vedarthmn,2026-08-06 11:50:38,2
2311,1097.5,"Rai1",rai2003,2026-08-08 11:53:28,2
2312,1096.7,"Soobin An",myotterspace,2026-08-06 03:34:21,2
2313,1096.4,"mohit",mohitvarred,2026-08-07 00:01:08,2
2314,1096.2,"Soumi Ghosh",soumighosh911,2026-08-11 10:59:07,2
2315,1096.1,"Parakh Sharma",parakh20,2026-08-06 10:59:33,2
2316,1096.0,"jeziorop",jeziorop,2026-08-06 20:34:53,1
2317,1095.9,"Luka Philip",lukaphilip,2026-08-08 16:09:32,2
2318,1095.0,"Joseph Franck",josephfranck,2026-08-24 11:00:16,2
2319,1094.7,"コーラ",cola0912,2026-08-23 07:30:40,2
2320,1091.8,"Jiang",jncq2006,2026-08-25 02:13:11,2
2321,1090.6,"jnurik",nurdauletmoldik,2026-08-07 17:24:01,2
2322,1090.0,"Suvrat Rai",suvrat11rai,2026-08-16 09:04:58,2
2323,1090.0,"forever young",keisukeyokota0428,2026-08-07 00:48:31,2
2324,1089.8,"Doom",mr6436,sanskaarundale,2026-08-18 04:28:35,2
2325,1089.7,"xjlgg123",xjlgg123,2026-08-08 12:35:10,2
2326,1089.0,"namanbnsl",namanbnsl,2026-08-06 13:02:52,2
2327,1088.8,"Dennis Gioche",dennisgioche,2026-08-06 09:08:34,2
2328,1088.3,"Jiman Kwon",jimankwon,2026-08-21 17:23:47,2
2329,1087.5,"Aditya Raj #2",optimus2005,2026-08-18 16:37:49,2
2330,1086.8,"Poojan",poojankumartandel,2026-08-06 09:44:47,2
2331,1086.7,"trantrikien239",trantrikien239,2026-08-06 04:32:29,2
2332,1086.6,"chengsongtao",cheng618,2026-08-23 00:12:59,2
2333,1085.9,"yoho kumedayo",dorachinyastyle,2026-08-15 12:48:29,2
2334,1085.6,"Manifolds1",ptrakuldit,2026-08-06 16:36:46,2
2335,1084.8,"Burkina_team_mate",belemkalilou,tedjosegregorybere,2026-08-06 15:30:54,2
2336,1084.6,"Ryan Triplett",ryantriplett,2026-08-24 16:19:34,2
2337,1084.3,"ong bee",ongbee,2026-08-25 03:32:09,2
2338,1083.4,"Sergey Nefedov",sergionefedov,2026-08-06 12:21:31,2
2339,1082.3,"Jeevan Malla",jeevanmalla,2026-08-07 07:37:46,2
2340,1081.9,"Yuyajk",yuyajk,2026-08-07 09:00:27,2
2341,1077.5,"Ronty00",ronty00,2026-08-06 08:24:07,2
2342,1077.3,"Ich Schmid",ichschmid,2026-08-24 20:49:46,2
2343,1077.3,"Abdul Wahab Khan",abdulwahab2321,2026-08-06 04:53:37,1
2344,1077.0,"Nah I'd win",asutriy,2026-08-07 08:09:12,2
2345,1076.2,"wacata",wacata,2026-08-19 14:53:05,2
2346,1076.0,"bcTiann",bctiann,2026-08-06 05:55:54,2
2347,1075.9,"mannogun",arcanejumper,2026-08-07 11:05:42,2
